ipo_status;ticker_code;image;company_name;sector;subsector;listing_board;final_price;line_of_business;address;website;number_of_shares_offered;%_of_total_shares;participant_admin.code;participant_admin.name;book_building_opening;book_building_closing;lowest_book_building_price;highest_book_building_price;opening_of_offering_period;closing_of_offering_period;closing_date;distribution_date;listing_date;ara_arb_percentage;underwriters;warrant.code;warrant.per_share_ratio;warrant.exercise_price_(rp);warrant.open;warrant.high;warrant.low;warrant.close;listing_price.open;listing_price.high;listing_price.low;listing_price.close;listing_price.change;listing_price.percentage_change;listing_price.volume;performa.1D;performa.1W;performa.1M;performa.6M;performa.1Y;performa.updated_at;performa.source;fundamental.aset_percentage;fundamental.liabilitas_percentage;fundamental.pendapatan_percentage;fundamental.laba_bersih_percentage;fundamental.updated_at;fundamental.source
Closed;GTRA;;PT Grahaprima Suksesmandiri Tbk;Transportation & Logistic;Logistics & Deliveries;Pengembangan;150.0;Bergerak dalam bidang angkutan bermotor untuk barang umum;Gedung Graha 55 Lt,3, Jalan Tanah Abang II No, 57 Kel, Petojo Selatan, Kec, Gambir, Jakarta Pusat 10160, Indonesia;https://www.grahatrans.com;378875000;20.0;AI;UOB KAY HIAN SEKURITAS;27/02/2023;06/03/2023;100;150;21/03/2023;28/03/2023;28/03/2023;29/03/2023;30/03/2023;35%;"[{""code"": ""AI"", ""name"": ""UOB KAY HIAN SEKURITAS"", ""percentage"": """"}]";;0.0;;;;;;202.0;202.0;202.0;202.0;52.0;34.67%;11377100.0;35%;85%;77%;39%;9%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;NCKL;;PT Trimegah Bangun Persada Tbk;Basic Materials;Diversified Metals & Minerals;Utama;1250.0;Bergerak di bidang usaha Pertambangan Bijih Nikel;Gedung Bank Panin Lt, 2 Jalan Jendral Sudirman Kav, 1 Kelurahan Gelora, Kecamatan Tanah Abang, Jakarta Pusat 10270;https://www.tbpnickel.com;7997600000;12.67;CC;MANDIRI SEKURITAS;15/03/2023;24/03/2023;1220;1250;05/04/2023;10/04/2023;10/04/2023;11/04/2023;12/04/2023;25%;"[{""code"": ""CC"", ""name"": ""MANDIRI SEKURITAS"", ""percentage"": """"}, {""code"": ""AI"", ""name"": ""UOB KAY HIAN SEKURITAS"", ""percentage"": """"}, {""code"": ""DP"", ""name"": ""DBS VICKERS SEKURITAS INDONESIA"", ""percentage"": """"}, {""code"": ""TP"", ""name"": ""OCBC SEKURITAS INDONESIA"", ""percentage"": """"}]";;0.0;;;;;;;1410.0;1205.0;1305.0;55.0;4.40%;657355200.0;4%;16%;-10%;-21%;-28%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;PIPA;;PT Multi Makmur Lemindo Tbk;Industrials;Building Products & Fixtures;Pemantauan Khusus;105.0;Bergerak di bidang manufaktur material bahan bangunan dari plastik berbahan dasar PVC dan perdagang;Jl, Sultan Iskandar Muda No,70, Kedaung Baru, Neglasari Tangerang, Banten, 15128;https://www.multimakmurlemindo.com;925000000;27.01;AH;SHINHAN SEKURITAS INDONESIA;15/03/2023;21/03/2023;100;110;03/04/2023;05/04/2023;05/04/2023;06/04/2023;10/04/2023;35%;"[{""code"": ""AH"", ""name"": ""SHINHAN SEKURITAS INDONESIA"", ""percentage"": """"}]";PIPA-W;0.9;110.0;22;42;10;16;135.0;141.0;135.0;141.0;36.0;34.29%;20506300.0;34%;60%;1%;-52%;-52%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;MENN;;PT Menn Teknologi Indonesia Tbk;Technology;Electronic Equipment & Instruments;Akselerasi;78.0;Bergerak Dalam Bidang Teknologi Digital Penyedia Solusi Sistem Informasi Berbasis Internet of Things;Mall Ambasador Lt,5 No, 9F Jl, Prof, Dr, Satrio, Karet Kuningan, Setiabudi, Jakarta Selatan, Indonesia - 12940;https://www.menngroup.id;430200000;30.0;IU;INDO CAPITAL SEKURITAS;27/03/2023;31/03/2023;75;80;12/04/2023;14/04/2023;14/04/2023;17/04/2023;18/04/2023;35%;"[{""code"": ""IU"", ""name"": ""INDO CAPITAL SEKURITAS"", ""percentage"": """"}, {""code"": ""HD"", ""name"": ""KGI SEKURITAS INDONESIA"", ""percentage"": """"}]";MENN-W;0.666666667;98.0;-;-;-;-;77.0;85.0;71.0;71.0;-7.0;-8.97%;93380700.0;-9%;-31%;-45%;42%;-87%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;AWAN;;PT Era Digital Media Tbk;Technology;Online Applications & Services;Pengembangan;100.0;Jasa Konten SMS Premium dan Aktivitas Perusahaan Holding;Jl, Cikini Raya No, 72, Desa/Kelurahan Cikini, Kec, Menteng, Kota Adm, Jakarta Pusat, Provinsi DKI Jakarta, Kode Pos: 10330;https://ptedm.com/;750000000;21.83;IF;SAMUEL SEKURITAS INDONESIA;28/03/2023;31/03/2023;100;110;12/04/2023;14/04/2023;14/04/2023;17/04/2023;18/04/2023;35%;"[{""code"": ""IF"", ""name"": ""SAMUEL SEKURITAS INDONESIA"", ""percentage"": """"}, {""code"": ""AZ"", ""name"": ""SUCOR SEKURITAS"", ""percentage"": """"}]";;0.0;;;;;;135.0;135.0;135.0;135.0;35.0;35.00%;5514600.0;35%;212%;152%;134%;218%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;MBMA;;PT Merdeka Battery Materials Tbk,;Basic Materials;Diversified Metals & Minerals;Utama;795.0;Grup usaha di sektor nikel dan mineral lainnya yang terintegrasi secara vertikal;Treasury Tower Lantai 69, District 8, SCBD Lot 28 Jl Jend, Sudirman Kav, 52-53, Jakarta Selatan 12190, DKI Jakarta;https://www.merdekabattery.com/;11000000000;10.24;PD;INDO PREMIER SEKURITAS;28/03/2023;04/04/2023;780;795;12/04/2023;14/04/2023;14/04/2023;17/04/2023;18/04/2023;25%;"[{""code"": ""PD"", ""name"": ""INDO PREMIER SEKURITAS"", ""percentage"": """"}, {""code"": ""AZ"", ""name"": ""SUCOR SEKURITAS"", ""percentage"": """"}, {""code"": ""KI"", ""name"": ""CIPTADANA SEKURITAS ASIA"", ""percentage"": """"}, {""code"": ""LG"", ""name"": ""TRIMEGAH SEKURITAS INDONESIA TBK"", ""percentage"": """"}]";;0.0;;;;;;805.0;955.0;805.0;885.0;90.0;11.32%;1303667800.0;11%;1%;-1%;-10%;-32%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;SMIL;;PT Sarana Mitra Luas Tbk;Industrials;Construction Machinery & Heavy Vehicles;Utama;100.0;Penyewaan Forklift dan Material Handling Equipment Lainnya;Jl, Gemalapik Raya, Pasirsari, Cikarang Selatan, Bekasi, Jawa Barat 17530;https://www.sml.co.id/;1750000000;20.0;EP;MNC SEKURITAS;30/03/2023;11/04/2023;100;200;08/05/2023;10/05/2023;10/05/2023;11/05/2023;12/05/2023;35%;"[{""code"": ""EP"", ""name"": ""MNC SEKURITAS"", ""percentage"": """"}, {""code"": ""AO"", ""name"": ""ERDIKHA ELIT SEKURITAS"", ""percentage"": """"}, {""code"": ""CP"", ""name"": ""KB VALBURY SEKURITAS"", ""percentage"": """"}]";SMIL-W;1.4;500.0;20;29;2;3;135.0;135.0;135.0;135.0;35.0;35.00%;25633300.0;35%;48%;43%;26%;41%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;TYRE;;PT King Tire Indonesia Tbk;Consumer Cyclicals;Tires;Pengembangan;138.0;Bergerak dalam bidang Industri Ban Luar dan Ban Dalam;Jl, Raya Serang KM, 68 Desa Nambo Ilir, Kecamatan Kibin Kabupaten Serang – Banten 42185;https://www.kingland.co.id;700000000;20.13;MI;VICTORIA SEKURITAS INDONESIA;06/04/2023;12/04/2023;108;138;02/05/2023;04/05/2023;04/05/2023;05/05/2023;08/05/2023;35%;"[{""code"": ""MI"", ""name"": ""VICTORIA SEKURITAS INDONESIA"", ""percentage"": """"}]";TYRE-W;0.5;150.0;25;50;17;20;186.0;186.0;178.0;186.0;48.0;34.78%;79940900.0;35%;2%;-11%;-12%;-1%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;DOOH;;PT Era Media Sejahtera Tbk;Consumer Cyclicals;Advertising;Pengembangan;100.0;Bergerak dalam bidang Aktivitas Periklanan dan Konsultasi Manajemen lainya;Ruko Fatmawati Mas Blok B5 Kav 205 Jl, RS Fatmawati No 20, Cilandak Barat, Cilandak, Jakarta Selatan, Indonesia – Kode pos 12430;https://www.sspace.id;1547500000;20.0;IU;INDO CAPITAL SEKURITAS;10/04/2023;14/04/2023;100;120;02/05/2023;04/05/2023;04/05/2023;05/05/2023;08/05/2023;35%;"[{""code"": ""IU"", ""name"": ""INDO CAPITAL SEKURITAS"", ""percentage"": """"}, {""code"": ""HD"", ""name"": ""KGI SEKURITAS INDONESIA"", ""percentage"": """"}]";DOOH-W;0.8;135.0;15;15;3;3;93.0;132.0;93.0;105.0;5.0;5.00%;2361018900.0;5%;-1%;-48%;60%;-45%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;JATI;;PT Informasi Teknologi Indonesia Tbk;Technology;Software;Pengembangan;100.0;Perdagangan Teknologi Informasi;Graha Orange Jl, Mampang Prapatan Raya No,3 Mampang Prapatan, Jakarta Selatan 12790;https://jatismobile.com/id/;652500000;20.0;HD;KGI SEKURITAS INDONESIA;11/04/2023;14/04/2023;100;120;02/05/2023;04/05/2023;04/05/2023;05/05/2023;08/05/2023;35%;"[{""code"": ""HD"", ""name"": ""KGI SEKURITAS INDONESIA"", ""percentage"": """"}, {""code"": ""AH"", ""name"": ""SHINHAN SEKURITAS INDONESIA"", ""percentage"": """"}]";JATI-W;1.0;250.0;-;-;-;-;;135.0;115.0;135.0;35.0;35.00%;20545700.0;35%;114%;45%;-28%;-50%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;MPXL;;PT MPX Logistics International Tbk;Transportation & Logistic;Logistics & Deliveries;Pengembangan;108.0;Bergerak di bidang Pengangkutan dan Perdagangan;Jl, Soekarno Hatta No, 16 A Kampung Baru Raya, Labuhan Ratu, Bandar Lampung Lampung 35148;https://www.mpxlogistic.com;400000000;20.0;GR;PANIN SEKURITAS TBK,;11/04/2023;14/04/2023;103;110;03/05/2023;05/05/2023;05/05/2023;08/05/2023;09/05/2023;35%;"[{""code"": ""GR"", ""name"": ""PANIN SEKURITAS TBK"", ""percentage"": """"}]";MPXL-W;0.2;368.0;-;-;-;-;145.0;145.0;145.0;145.0;37.0;34.26%;5516000.0;34%;14%;15%;59%;36%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;RAAM;;PT Tripar Multivision Plus Tbk,;Consumer Cyclicals;Entertainment & Movie Production;Utama;234.0;Bidang perfilman, khususnya produksi film, pascaproduksi film dan distribusi film;Multivision Tower, Lt, 21 – 23 Jl, Kuningan Mulia Lot 9B, Kuningan Jakarta Selatan 12980, Indonesia;https://www.mvpworld.com;929200000;15.0;AI;UOB KAY HIAN SEKURITAS;11/04/2023;18/04/2023;224;250;02/05/2023;04/05/2023;04/05/2023;05/05/2023;08/05/2023;25%;"[{""code"": ""AI"", ""name"": ""UOB KAY HIAN SEKURITAS"", ""percentage"": """"}, {""code"": ""AZ"", ""name"": ""SUCOR SEKURITAS"", ""percentage"": """"}]";;0.0;;;;;;292.0;292.0;292.0;292.0;58.0;24.79%;4227100.0;25%;201%;225%;105%;122%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;MAXI;;PT Maxindo Karya Anugerah Tbk;Consumer Non-Cyclicals;Food Retail & Distributors;Pengembangan;100.0;Bergerak dalam bidang usaha Industri Makanan Ringan;Kawasan Industri Sentul Jl, Cahaya Raya Kav H5, Desa Leuwinutug, Kec, Citeureup Bogor, Jawa Barat 16180, Indonesia;https://maxisnacks.com/;1000000000;10.41;AH;SHINHAN SEKURITAS INDONESIA;22/05/2023;24/05/2023;100;110;06/06/2023;08/06/2023;08/06/2023;09/06/2023;12/06/2023;35%;"[{""code"": ""AH"", ""name"": ""SHINHAN SEKURITAS INDONESIA"", ""percentage"": """"}]";MAXI-W;1.0;100.0;10;13;2;2;91.0;95.0;85.0;85.0;-15.0;-15.00%;243418100.0;-15%;-42%;-39%;-50%;-51%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;KLAS;;PT Pelayaran Kurnia Lautan Semesta Tbk;Transportation & Logistic;Logistics & Deliveries;Pengembangan;146.0;Bergerak di bidang angkutan laut dalam negeri barang umum;Rukan Grand Puri Niaga Jl, Puri Kencana Blok K6 No 3-O Kel, Kembangan Selatan, Kec, Kembangan Kota Administrasi Jakarta Barat 11610;https://www.pelayarankls.co.id;540000000;24.94;GR;PANIN SEKURITAS TBK,;23/05/2023;26/05/2023;140;146;06/06/2023;08/06/2023;08/06/2023;09/06/2023;12/06/2023;35%;"[{""code"": ""GR"", ""name"": ""PANIN SEKURITAS TBK"", ""percentage"": """"}]";;0.0;;;;;;197.0;197.0;197.0;197.0;51.0;34.93%;160125679.0;35%;-9%;-29%;-39%;-17%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;RELF;;PT Graha Mitra Asia Tbk;Properties & Real Estate;Real Estate Development & Management;Akselerasi;90.0;Property & Real Estate;Sovereign Plaza Lt,5A Kav,36 Jl TB Simatupang Kota Jakarta Selatan - Daerah Khusus Ibukota Jakarta 12430;http://www.relifeasia.com/;1200000000;20.95;AI;UOB KAY HIAN SEKURITAS;25/05/2023;05/06/2023;90;100;15/06/2023;20/06/2023;20/06/2023;21/06/2023;22/06/2023;35%;"[{""code"": ""AI"", ""name"": ""UOB KAY HIAN SEKURITAS"", ""percentage"": """"}]";RELF-W;1.0;125.0;-;-;-;-;81.0;99.0;81.0;99.0;9.0;10.00%;542362100.0;10%;57%;53%;-71%;-83%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;VKTR;;PT VKTR Teknologi Mobilitas Tbk;Consumer Cyclicals;Auto Parts & Equipment;Pengembangan;100.0;Bergerak di bidang perdagangan KBLBB, komponen suku cadang, dan industri pengecoran besi;Bakrie Tower Lantai 35 Jl, H,R, Rasuna Said Jakarta 12940;https://www.vktr.id;8750000000;20.0;KI;CIPTADANA SEKURITAS ASIA;26/05/2023;31/05/2023;100;130;13/06/2023;15/06/2023;15/06/2023;16/06/2023;19/06/2023;35%;"[{""code"": ""KI"", ""name"": ""CIPTADANA SEKURITAS ASIA"", ""percentage"": """"}, {""code"": ""IF"", ""name"": ""SAMUEL SEKURITAS INDONESIA"", ""percentage"": """"}, {""code"": ""LG"", ""name"": ""TRIMEGAH SEKURITAS INDONESIA TBK"", ""percentage"": """"}]";;0.0;;;;;;135.0;135.0;105.0;111.0;11.0;11.00%;2865807700.0;11%;15%;30%;15%;0%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;AMMN;;PT Amman Mineral Internasional Tbk,;Basic Materials;Copper;Utama;1695.0;Aktivitas Perusahaan Holding;Gedung Menara Karya Lantai 6 Unit A, B, C dan H Jl, H,R, Rasuna Said Blok X-5 Kav, 1-2 Jakarta Selatan 12950;https://www.amman.co.id;6328208800;8.8;CC;MANDIRI SEKURITAS;31/05/2023;16/06/2023;1650;1775;03/07/2023;05/07/2023;05/07/2023;06/07/2023;07/07/2023;25%;"[{""code"": ""CC"", ""name"": ""MANDIRI SEKURITAS"", ""percentage"": """"}, {""code"": ""DP"", ""name"": ""DBS VICKERS SEKURITAS INDONESIA"", ""percentage"": """"}, {""code"": ""IF"", ""name"": ""SAMUEL SEKURITAS INDONESIA"", ""percentage"": """"}, {""code"": ""NI"", ""name"": ""BNI SEKURITAS"", ""percentage"": """"}, {""code"": ""OD"", ""name"": ""BRI DANAREKSA SEKURITAS"", ""percentage"": """"}]";;0.0;;;;;;1745.0;1820.0;1700.0;1755.0;60.0;3.54%;411565100.0;4%;4%;69%;282%;581%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;GRPM;;PT Graha Prima Mentari Tbk;Transportation & Logistic;Logistics & Deliveries;Akselerasi;120.0;Bidang Usaha Distribusi Minuman Berkarbonasi;Jl, Tuparev No, 87A, Cirebon - Jawa Barat;https://grahaprimamentari.co.id/;309000000;20.0;XA;NH KORINDO SEKURITAS INDONESIA;15/06/2023;20/06/2023;120;130;04/07/2023;06/07/2023;06/07/2023;07/07/2023;10/07/2023;35%;"[{""code"": ""XA"", ""name"": ""NH KORINDO SEKURITAS INDONESIA"", ""percentage"": """"}]";GRPM-W;0.5;250.0;8;31;4;16;108.0;108.0;108.0;108.0;-12.0;-10.00%;7573800.0;-10%;-30%;-38%;-60%;-63%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;CRSN;;PT Carsurin Tbk;Industrials;Business Support Services;Pengembangan;125.0;Testing, Inspection, Certification;SOHO CAPITAL, 28th Floor Jl, Letjen S, Parman Kav,28, Grogol Petamburan, Jakarta Barat;https://www.carsurin.com;600000000;20.75;XA;NH KORINDO SEKURITAS INDONESIA;16/06/2023;21/06/2023;120;125;04/07/2023;06/07/2023;06/07/2023;07/07/2023;10/07/2023;35%;"[{""code"": ""XA"", ""name"": ""NH KORINDO SEKURITAS INDONESIA"", ""percentage"": """"}]";;0.0;;;;;;;168.0;132.0;143.0;18.0;14.40%;577174300.0;14%;-10%;-7%;-2%;-20%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;WIDI;;PT Widiant Jaya Krenindo Tbk;Industrials;Construction Machinery & Heavy Vehicles;Akselerasi;100.0;Bergerak dalam Bidang Jasa Sewa Alat Berat Beserta Operator;Jl, Teh No, 4-6, RT,7/RW,3, Kel, Pinangsia, Kec, Taman Sari, Jakarta Barat, 11110, Indonesia;https://www.ptwidi.com/;400000000;25.0;SH;ARTHA SEKURITAS INDONESIA;16/06/2023;22/06/2023;100;115;04/07/2023;06/07/2023;06/07/2023;07/07/2023;10/07/2023;35%;"[{""code"": ""SH"", ""name"": ""ARTHA SEKURITAS INDONESIA"", ""percentage"": """"}]";WIDI-W;1.05;120.0;-;-;-;-;100.0;110.0;100.0;110.0;10.0;10.00%;125392100.0;10%;8%;40%;-56%;-92%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;TGUK;;PT Platinum Wahab Nusantara Tbk;Consumer Non-Cyclicals;Food Retail & Distributors;Pengembangan;110.0;Makanan dan Minuman;Ruko Golden Square Blok GS No, 2 Jl, Ciater Raya, Kelurahan Mekarjaya, Kecamatan Serpong Tangerang Selatan, Banten 15321;https://teguk.co.id/;1071429000;30.0;MG;SEMESTA INDOVEST SEKURITAS;19/06/2023;23/06/2023;105;112;04/07/2023;06/07/2023;06/07/2023;07/07/2023;10/07/2023;35%;"[{""code"": ""MG"", ""name"": ""SEMESTA INDOVEST SEKURITAS"", ""percentage"": """"}]";TGUK-W;0.4;152.0;-;-;-;-;148.0;148.0;148.0;148.0;38.0;34.55%;34179100.0;35%;26%;-10%;-15%;-55%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;INET;;PT Sinergi Inti Andalan Prima Tbk;Technology;Networking Equipment;Pengembangan;101.0;Bergerak di bidang Teknologi Informasi;Gedung Cyber 1, Lantai 10, Jl, Kuningan Barat No,8, Jakarta Selatan 12710;https://siapnetworks.co.id/;1500000000;20.0;AH;SHINHAN SEKURITAS INDONESIA;26/06/2023;05/07/2023;100;101;17/07/2023;20/07/2023;20/07/2023;21/07/2023;24/07/2023;35%;"[{""code"": ""AH"", ""name"": ""SHINHAN SEKURITAS INDONESIA"", ""percentage"": """"}]";INET-W;1.4;91.0;4;18;4;7;101.0;136.0;86.0;136.0;35.0;34.65%;492711600.0;35%;100%;84%;-31%;-50%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;MAHA;;PT Mandiri Herindo Adiperkasa Tbk;Energy;Coal Distribution;Utama;118.0;Aktivitas jasa penunjang pertambangan;Gedung Office 8, Lantai 31 Unit A Jl, Senopati Raya No,8B, SCBD Lot 28, Kav, 52-53 Jakarta 12190, Indonesia;https://www.mha.co.id;4166000000;25.0;LG;TRIMEGAH SEKURITAS INDONESIA TBK,;26/06/2023;06/07/2023;118;128;18/07/2023;21/07/2023;21/07/2023;24/07/2023;25/07/2023;35%;"[{""code"": ""LG"", ""name"": ""TRIMEGAH SEKURITAS INDONESIA TBK"", ""percentage"": """"}]";;0.0;;;;;;159.0;159.0;159.0;159.0;41.0;34.75%;82100000.0;35%;132%;114%;58%;65%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Canceled;AKSL-C1;;PT Akselerasi Usaha Indonesia Tbk;Financials;Financial Holdings;;;Penyedia LPBBTI atau P2P Lending melalui Entitas Anak dan Perusahaan Holding;Sahid Sudirman Center Lantai 11 Unit G, Jl, Jendral Sudirman Kav,86, Jakarta Pusat 10220;https://www.akselerangroup.com;2988493800;29.0;OD;BRI DANAREKSA SEKURITAS;03/07/2023;21/07/2023;100;120;;;;;;35%;"[{""code"": ""OD"", ""name"": ""BRI DANAREKSA SEKURITAS"", ""percentage"": """"}, {""code"": ""SQ"", ""name"": ""BCA SEKURITAS"", ""percentage"": """"}]";;0.1;0.0;;;;;;;;;;;;;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;CNMA;;PT Nusantara Sejahtera Raya Tbk;Consumer Cyclicals;Recreational & Sports Facilities;Utama;270.0;Bioskop dan Restoran;Jl, KH Wahid Hasyim No,96-A Jakarta Pusat 10340;https://www.cinema21.co.id;8335000000;10.0;CC;MANDIRI SEKURITAS;10/07/2023;14/07/2023;270;288;27/07/2023;31/07/2023;31/07/2023;01/08/2023;02/08/2023;25%;"[{""code"": ""CC"", ""name"": ""MANDIRI SEKURITAS"", ""percentage"": """"}, {""code"": ""PD"", ""name"": ""INDO PREMIER SEKURITAS"", ""percentage"": """"}]";;0.0;;;;;;;318.0;270.0;316.0;46.0;17.04%;2002459400.0;17%;14%;1%;-4%;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;RMKO;;PT Royaltama Mulia Kontraktorindo Tbk;Energy;Oil, Gas & Coal Equipment & Services;Pengembangan;450.0;Jasa Penunjang Pertambangan dan Jasa Penyewaan Alat-Alat Berat;Wisma RMK, Jl, Puri Kencana Blok M4 No, 1, Kembangan Selatan, Jakarta Barat 11610;http://www.rmko.co.id/;250000000;20.0;MI;VICTORIA SEKURITAS INDONESIA;10/07/2023;13/07/2023;350;450;25/07/2023;27/07/2023;27/07/2023;28/07/2023;31/07/2023;25%;"[{""code"": ""MI"", ""name"": ""VICTORIA SEKURITAS INDONESIA"", ""percentage"": """"}]";;0.0;;;;;;560.0;560.0;560.0;560.0;110.0;24.44%;7057100.0;24%;21%;-17%;-43%;-53%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;;;;;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;MUTU;;PT Mutuagung Lestari Tbk;Consumer Discretionary;;Pengembangan;108.0;Jasa Pengujian, Inspeksi dan Sertifikasi;Jl. Raya Bogor KM 33,5 No. 19 Cimanggis Depok, 16453;https://www.mutucertification.com;942857200;30.0;LG;TRIMEGAH SEKURITAS INDONESIA TBK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
